_id,workerId,treatment,taskID,forecast,timestamp,Category,BrierScore,PPPayment
cBoFWr6Kebpv3n8wf,f8ee3dfe,1,3,0.64,1538809775770,Sports,0.8192,0.52
qnh9JJRTzLRYngrfZ,f8ee3dfe,1,4,0.25,1538809775771,Sports,1.125,0.335
gRTLCF3yECEhMrDz9,f8ee3dfe,1,5,0.42,1538809775772,Sports,0.35279999999999995,0.6
gS7XQQfRfa3vGchwP,f8ee3dfe,1,6,0.4,1538809775773,Sports,0.32000000000000006,0.61
DPb35EDFGemAjrwm6,f8ee3dfe,1,7,0.8,1538809986365,Politics,1.2800000000000002,0.53
E6icq5XboKheQG7fc,f8ee3dfe,1,8,0.1,1538809986366,Politics,1.62,0.335
WJJR6prhB2zNmRArv,f8ee3dfe,1,9,0.1,1538809986367,Politics,0.020000000000000004,0.43
FQCtT5xS9CNbvfhvi,f8ee3dfe,1,10,0.65,1538809986368,Politics,0.8450000000000001,0.395
S6KEP4mi5MsjC97m4,f8ee3dfe,1,11,0.56,1538809986369,Politics,0.6272000000000001,0.525
bo3ajiojunWkPJhF5,f8ee3dfe,1,12,0.21,1538809986370,Politics,0.08819999999999999,0.395
9JRQDDT2Dc5e5Nmkb,f8ee3dfe,1,13,0.3,1538810071512,Entertainment,0.18,0.53
E3oYgfMaqWwPon2sd,f8ee3dfe,1,14,0.25,1538810071512,Entertainment,1.125,0.35
CzFX5y3K8ct9kYiee,f8ee3dfe,1,15,0.65,1538810071513,Entertainment,0.8450000000000001,0.505
TPbpbwGDkvDJmaa5x,f8ee3dfe,1,16,0.56,1538810071514,Entertainment,0.38719999999999993,0.545
KiHGGavt3ewi3nTw2,f8ee3dfe,1,17,0.4,1538810071516,Entertainment,0.32000000000000006,0.58
Twc6d59KfFg5HMsys,f8ee3dfe,1,18,0.29,1538810071516,Entertainment,0.1682,0.465
REZRcfoxYbCtHtimi,3e319003,1,1,0.75,1538811248480,Sports,0.125,0.605
4rRHw2rR8ws5inhGd,3e319003,1,2,0.75,1538811248482,Sports,1.125,0.57
cfj3nJDxE2Pifq4Dv,3e319003,1,3,0.2,1538811248482,Sports,0.08000000000000002,0.5
uDTvLJGp8Jip4wb4E,3e319003,1,4,0.8,1538811248482,Sports,0.07999999999999996,0.68
55dWLJygjFWsZ9Pww,3e319003,1,5,0.5,1538811248483,Sports,0.5,0.575
3LXm9Q6LnfWwhMFXv,3e319003,1,6,0.5,1538811248483,Sports,0.5,0.595
k4yDjjCEdm4YHm9Zy,3e319003,1,7,0.7,1538811382079,Politics,0.9799999999999999,0.505
NM58fKDsZoJ7bZGfW,3e319003,1,8,0.75,1538811382081,Politics,0.125,0.585
vQdft5hMpjL3mpBaL,3e319003,1,9,0.2,1538811382081,Politics,0.08000000000000002,0.505
FYZvQYpjAws6D6h4g,3e319003,1,10,0.1,1538811382081,Politics,0.020000000000000004,0.54
BTaZvbon5WPSHHHb2,3e319003,1,11,0.5,1538811382082,Politics,0.5,0.545
EFPHGE5RxDzWxbcnz,3e319003,1,12,0.1,1538811382083,Politics,0.020000000000000004,0.515
6pqxj6gaZDbJBzg7s,3e319003,1,13,0.5,1538811609592,Entertainment,0.5,0.625
Jyd6nsEEspWDcmBu4,3e319003,1,14,0.9,1538811609593,Entertainment,0.01999999999999999,0.61
ewFZCgRGQdws7EZqT,3e319003,1,15,0.05,1538811609594,Entertainment,0.005000000000000001,0.28
4nNkPz6NGiiJfQvn5,3e319003,1,16,0.75,1538811609595,Entertainment,0.125,0.515
vb8FcZ4vWEbGi7ufK,3e319003,1,17,0.2,1538811609596,Entertainment,0.08000000000000002,0.445
a3HZ46teuCckDyeky,3e319003,1,18,0.2,1538811609597,Entertainment,0.08000000000000002,0.5
iys6mfd33KCPWL4e8,95cd358e,1,1,0.8,1538812039179,Sports,0.07999999999999996,0.585
FFW7AKtHnfqjfLYHD,95cd358e,1,2,0.61,1538812039181,Sports,0.7442,0.615
x3PcmbA3m6ynssSRj,95cd358e,1,3,0.09,1538812039182,Sports,0.0162,0.38
iRxvz97EZqWtuTdLR,95cd358e,1,4,0.92,1538812039183,Sports,0.012799999999999987,0.695
ng24bXMREbfCB8L6F,95cd358e,1,5,0.38,1538812039184,Sports,0.2888,0.635
Me2J5KYmAoyA2tEHn,95cd358e,1,6,0.3,1538812039185,Sports,0.18,0.7
eQZNBoFXxhkn7ZYgM,95cd358e,1,7,0.02,1538812066190,Politics,8e-4,0.315
bS6gyYwf5GbPieXkm,95cd358e,1,8,0.27,1538812066191,Politics,1.0657999999999999,0.525
EvJteubcC3zuMZadf,95cd358e,1,9,0.21,1538812066192,Politics,0.08819999999999999,0.545
GvMyDgCPavtowonxF,95cd358e,1,10,0.06,1538812066193,Politics,0.0072,0.41
qF82eBcqxJN6AZGHd,95cd358e,1,11,0.27,1538812066193,Politics,0.1458,0.525
zEQwGLMbD596Nj9St,95cd358e,1,12,0.05,1538812066194,Politics,0.005000000000000001,0.5
Mm5NnmSs9FPY88Hv9,95cd358e,1,13,0.25,1538812107981,Entertainment,0.125,0.39
yLjxZp6nnr6wwS9HA,95cd358e,1,14,0.75,1538812107981,Entertainment,0.125,0.625
2JtaZALvWMcbKSHgH,95cd358e,1,15,0.3,1538812107982,Entertainment,0.18,0.69
PHDRY6kNqPktaTS3A,95cd358e,1,16,0.11,1538812107984,Entertainment,1.5842,0.455
spdbN4YfAj4HzqJj7,95cd358e,1,17,0.32,1538812107984,Entertainment,0.2048,0.66
42oijA7pHHnXMk5yc,95cd358e,1,18,0.18,1538812107985,Entertainment,0.0648,0.515
kyT5h5JXzdGQcDB5B,67ca87b9,1,1,0.32,1538814270700,Sports,0.9247999999999998,0.69
zcyDzMAXgD6LKQmqx,67ca87b9,1,2,0.22,1538814270702,Sports,0.0968,0.36
syPiKPXsur8bivw6s,67ca87b9,1,3,0.6,1538814270704,Sports,0.72,0.52
eEGpai6Th7cYd5oxY,67ca87b9,1,4,0.7,1538814270706,Sports,0.18000000000000005,0.635
bFWLvwDksGkp8scg2,67ca87b9,1,5,0.4,1538814270706,Sports,0.32000000000000006,0.61
SckL3ydAnoeNdrYp2,67ca87b9,1,6,0.65,1538814270707,Sports,0.8450000000000001,0.545
74jKBm5ZMxYhWs97C,67ca87b9,1,7,0.8,1538814391300,Politics,1.2800000000000002,0.55
YvjRhDizKzRGSNg2J,67ca87b9,1,8,0.3,1538814391301,Politics,0.9799999999999999,0.63
TNTT5zwn8DN6i9Mmk,67ca87b9,1,9,0.13,1538814391301,Politics,0.033800000000000004,0.45
NDbijGKehxnmZbypc,67ca87b9,1,10,0.1,1538814391305,Politics,0.020000000000000004,0.545
ytqEc9HcrJsX8QM8w,67ca87b9,1,11,0.2,1538814391306,Politics,0.08000000000000002,0.505
3XsphN25zF7YQTLt9,67ca87b9,1,12,0.05,1538814391307,Politics,0.005000000000000001,0.425
TNbaMfs5YFgww9gaG,67ca87b9,1,13,0.86,1538814472408,Entertainment,1.4791999999999998,0.505
bopX7Z6EehArdfiPG,67ca87b9,1,14,0.25,1538814472410,Entertainment,1.125,0.385
dGGp9vhFp2wdvsmFv,67ca87b9,1,15,0.19,1538814472411,Entertainment,0.0722,0.38
5GXd6j4RkEmHR5PSB,67ca87b9,1,16,0.3,1538814472412,Entertainment,0.9799999999999999,0.645
cKT7SEFdQ9itHB97m,67ca87b9,1,17,0.38,1538814472413,Entertainment,0.2888,0.59
HLJQCMmbe2Xzf323D,67ca87b9,1,18,0.19,1538814472415,Entertainment,0.0722,0.39
zDLfkkDTK5qgze33A,e9b6da23,1,1,0.61,1538816168446,Sports,0.3042,0.51
qcQyJG8sgH8Z4XjZt,e9b6da23,1,2,0.66,1538816168449,Sports,0.8712000000000001,0.495
FMFpboaPbMhy3kK5a,e9b6da23,1,3,0.39,1538816168452,Sports,0.3042,0.52
gegdCPgqCvL2yQ3DN,e9b6da23,1,4,0.81,1538816168453,Sports,0.07219999999999996,0.545
ZwzkmhxJ3SAMMsYsd,e9b6da23,1,5,0.7,1538816168454,Sports,0.9799999999999999,0.435
GazQSrgPjsNzm7NNy,e9b6da23,1,6,0.6,1538816168456,Sports,0.72,0.435
aZ86LRCfi62vNCYxm,e9b6da23,1,7,0.68,1538816216338,Politics,0.9248000000000002,0.475
33pqHnRcLWhSmsDDp,e9b6da23,1,8,0.43,1538816216339,Politics,0.6498000000000002,0.555
wF9ETDdFLM2Lzkot6,e9b6da23,1,9,0.52,1538816216342,Politics,0.5408000000000001,0.5
jo9Wgg4yBoQdiEJxB,e9b6da23,1,10,0.21,1538816216343,Politics,0.08819999999999999,0.39
RJK9vrPdiR3LTcAXE,e9b6da23,1,11,0.34,1538816216344,Politics,0.23120000000000004,0.555
FtyySLBq3BpgzEF73,e9b6da23,1,12,0.45,1538816216345,Politics,0.405,0.34
wXB7BE7wnnnxDeJMf,e9b6da23,1,13,0.37,1538816251279,Entertainment,0.2738,0.55
wqqTEJ3AwK8CKb9vi,e9b6da23,1,14,0.44,1538816251281,Entertainment,0.6272000000000001,0.57
w6xqsyZevPPW6TQzu,e9b6da23,1,15,0.65,1538816251282,Entertainment,0.8450000000000001,0.515
PyFKEGGoWbhvMFT7G,e9b6da23,1,16,0.58,1538816251284,Entertainment,0.35280000000000006,0.525
R6mvdjscdwdR7rRKe,e9b6da23,1,17,0.41,1538816251284,Entertainment,0.33619999999999994,0.57
Cuxn6qh7tQEEEwkyp,e9b6da23,1,18,0.37,1538816251286,Entertainment,0.2738,0.61
kW7qrGMFh2humWzKa,f8f6b4fb,1,1,0.71,1538822995524,Sports,0.16820000000000004,0.58
fbnAxvijtwBAHyB9c,f8f6b4fb,1,2,0.71,1538822995525,Sports,1.0082,0.565
P7yffzhqbbiy6sxAT,f8f6b4fb,1,3,0.11,1538822995525,Sports,0.0242,0.43
EJqQZte3bvP6ey2yf,f8f6b4fb,1,4,0.44,1538822995525,Sports,0.6272000000000001,0.61
D3DtE8P8oCEzDK6dk,f8f6b4fb,1,5,0.19,1538822995526,Sports,0.0722,0.41
eSfjo7PJuK4TFmGL2,f8f6b4fb,1,6,0.56,1538822995526,Sports,0.6272000000000001,0.52
YfKymv97b2rGQ7wag,f8f6b4fb,1,7,0.31,1538823036196,Politics,0.1922,0.595
K4zgw25Hp75cwe6Pq,f8f6b4fb,1,8,0.46,1538823036196,Politics,0.5832,0.58
qEK65YJFEHsGJD3Wy,f8f6b4fb,1,9,0.54,1538823036197,Politics,0.5832,0.56
nJcTBzypniRJPBrqc,f8f6b4fb,1,10,0.2,1538823036197,Politics,0.08000000000000002,0.47
WWW7EjAq3bhbvk9GB,f8f6b4fb,1,11,0.37,1538823036197,Politics,0.2738,0.615
nrWCc7TF2ydfw9Bnr,f8f6b4fb,1,12,0.51,1538823036198,Politics,0.5202,0.425
osnBShqwyeRwDAC2A,f8f6b4fb,1,13,0.06,1538823081324,Entertainment,0.0072,0.28
QkYenvpw6gHg5cx7W,f8f6b4fb,1,14,0.55,1538823081325,Entertainment,0.4049999999999999,0.625
f7a3oGC5ho9AHgv4x,f8f6b4fb,1,15,0.63,1538823081325,Entertainment,0.7938000000000001,0.52
Ms3f4nMnZpWHPTTGF,f8f6b4fb,1,16,0.54,1538823081325,Entertainment,0.4231999999999999,0.59
kceZggk8JMbAo2YZY,f8f6b4fb,1,17,1,1538823081326,Entertainment,2,0.475
ugXru9rEZaPiyQM7x,f8f6b4fb,1,18,0.44,1538823081326,Entertainment,0.3872,0.57
thbW2DhRoGPrYy364,0fe086be,1,1,0.93,1538820323607,Sports,0.009799999999999986,0.49
StJTPCuGBktrwmx5v,0fe086be,1,2,0.83,1538820323610,Sports,1.3778,0.55
DE6qH9nfh59jNqWy3,0fe086be,1,3,0.34,1538820323613,Sports,0.23120000000000004,0.56
upZDxSTkTHjRgpQmx,0fe086be,1,4,0.62,1538820323615,Sports,0.2888,0.52
LkwhTFmzuisCMKNPh,0fe086be,1,5,0.8,1538820323617,Sports,1.2800000000000002,0.52
FWPAd9RR2WkqFG6tH,0fe086be,1,6,0.49,1538820323619,Sports,0.48019999999999996,0.56
TKNGSmAWiKpzY2akD,0fe086be,1,7,0.69,1538820514891,Politics,0.9521999999999998,0.5
NMLYaWev4zLM3w9vc,0fe086be,1,8,0.44,1538820514893,Politics,0.6272000000000001,0.595
HqhC6bTchDAvxKK4F,0fe086be,1,9,0.75,1538820514896,Politics,1.125,0.435
BfjkY8pCYNE397yEG,0fe086be,1,10,0.47,1538820514898,Politics,0.44179999999999997,0.415
rD3ekMcEYP6mQwmgb,0fe086be,1,11,0.7,1538820514900,Politics,0.9799999999999999,0.355
BnCixFmRmFzs2bZ26,0fe086be,1,12,0.44,1538820514905,Politics,0.3872,0.34
6ZZfiMQbzdgD9raXr,0fe086be,1,13,0.88,1538820531973,Entertainment,1.5488,0.475
ak4Cu7pcaX4jcgjk8,0fe086be,1,14,0.51,1538820531976,Entertainment,0.48019999999999996,0.59
vfBHrmRxNPB2JcFhw,0fe086be,1,15,0.81,1538820531978,Entertainment,1.3122000000000003,0.5
qpe3BMNc4Bp49mdML,0fe086be,1,16,0.52,1538820531980,Entertainment,0.4608,0.52
rMmFNkS6jYznKQixQ,0fe086be,1,17,0.67,1538820531982,Entertainment,0.8978000000000002,0.485
Man48BCRsTyK3civg,0fe086be,1,18,0.48,1538820531984,Entertainment,0.4608,0.51
3NE6gCTwcFoZ529Qd,f08a3805,1,1,0.92,1538823809669,Sports,0.012799999999999987,0.61
MrqvFRDSTAohvhtz2,f08a3805,1,2,0.23,1538823809669,Sports,0.1058,0.36
HXhLk7tMCqAffYBft,f08a3805,1,3,0.88,1538823809669,Sports,1.5488,0.435
q9QCKQYfoJPLbdH7g,f08a3805,1,4,0.93,1538823809669,Sports,0.009799999999999986,0.695
SyAfEzZx9L2ziwNu3,f08a3805,1,5,1,1538823809669,Sports,2,0.505
oaihtoNgxPkatmyHB,f08a3805,1,6,0.21,1538823809669,Sports,0.08819999999999999,0.535
R24hAzmxgi9qrPYZc,f08a3805,1,7,0.17,1538823857880,Politics,0.05780000000000001,0.415
8sw7xRPmNBDF39E6g,f08a3805,1,8,0,1538823857880,Politics,2,0.215
igtZJfmPco9W9siXJ,f08a3805,1,9,0.87,1538823857880,Politics,1.5138,0.485
uugzmSZKncJK3RdLk,f08a3805,1,10,0.18,1538823857880,Politics,0.0648,0.54
4Y5pRe9n2jsF38htD,f08a3805,1,11,0.83,1538823857880,Politics,1.3778,0.435
pQiPQYxtKvSvpK7TD,f08a3805,1,12,0.81,1538823857880,Politics,1.3122000000000003,0.475
34jQy7vwCAKH4TQCH,f08a3805,1,13,0.98,1538823884840,Entertainment,1.9207999999999998,0.585
SC6Y3X2kFtnjHCaCP,f08a3805,1,14,0.21,1538823884840,Entertainment,1.2482000000000002,0.43
CP26RTe3jiTjKMjmT,f08a3805,1,15,0.84,1538823884840,Entertainment,1.4111999999999998,0.585
Kh53WwcuzCEJxnSY7,f08a3805,1,16,0.81,1538823884840,Entertainment,0.07219999999999996,0.585
7FS434KTyPSzD5pNb,f08a3805,1,17,0.9,1538823884842,Entertainment,1.62,0.525
zdt3GQJrXX7kiT4FR,f08a3805,1,18,0.06,1538823884842,Entertainment,0.0072,0.31
EdC46EPz3WWPdscqX,81f4e3bf,1,1,0.79,1538825786110,Sports,0.08819999999999997,0.56
TmQ6LpYFk2aqxiuvD,81f4e3bf,1,2,0.26,1538825786115,Sports,0.13520000000000001,0.315
wKdCriPjhh7x6k3PD,81f4e3bf,1,3,0.3,1538825786123,Sports,0.18,0.575
iK75ZMXZ7McQvMDMC,81f4e3bf,1,4,0.83,1538825786127,Sports,0.057800000000000025,0.63
G5779Ek9vGTZsgWSS,81f4e3bf,1,5,0.89,1538825786130,Sports,1.5842,0.515
9jt2zSJu9Y37qwW3q,81f4e3bf,1,6,0.69,1538825786134,Sports,0.9521999999999998,0.5
tKh6DuYoZXx9XGTat,81f4e3bf,1,7,0.77,1538825822654,Politics,1.1858,0.535
o34ADpWpCTJqimogQ,81f4e3bf,1,8,0.25,1538825822662,Politics,1.125,0.49
AoZqL3pqHzdSdyWDm,81f4e3bf,1,9,0.62,1538825822666,Politics,0.7688,0.51
piMqi2qcKwgFY5qpQ,81f4e3bf,1,10,0.25,1538825822670,Politics,0.125,0.405
MRLZEmiFPzyAmovSR,81f4e3bf,1,11,0.25,1538825822674,Politics,0.125,0.47
Zp4eLzRCwocXPowAs,81f4e3bf,1,12,0.45,1538825822678,Politics,0.405,0.44
EgN9vvnSSsKS6tgd4,81f4e3bf,1,13,0.35,1538825868569,Entertainment,0.24499999999999997,0.62
z5C4H8FrSQ9fZQW7F,81f4e3bf,1,14,0.4,1538825868576,Entertainment,0.72,0.61
8yGaneeGK8g283w7D,81f4e3bf,1,15,0.63,1538825868579,Entertainment,0.7938000000000001,0.56
wD8cWPxK3tEEAbSCJ,81f4e3bf,1,16,0.63,1538825868583,Entertainment,0.2738,0.525
j4zHRFBEqfsJxd9tB,81f4e3bf,1,17,0.37,1538825868586,Entertainment,0.2738,0.56
h4XzXDGaaMP9ztaXv,81f4e3bf,1,18,0.28,1538825868590,Entertainment,0.15680000000000002,0.485
mga6txzC2Q4C46bMj,1fe9ade0,1,1,0.71,1538827561819,Sports,0.16820000000000004,0.6
7HuuJDFhbqiR6TcvJ,1fe9ade0,1,2,0.98,1538827561820,Sports,1.9207999999999998,0.62
nkPN9vRF3A8hz3S35,1fe9ade0,1,3,0.13,1538827561820,Sports,0.033800000000000004,0.425
v7j3ycF7LfBgM7iJp,1fe9ade0,1,4,0.75,1538827561822,Sports,0.125,0.685
3Gw5kdniNfK2xHLRg,1fe9ade0,1,5,0.83,1538827561823,Sports,1.3778,0.555
qhqKaMtMX2quD2dwJ,1fe9ade0,1,6,0.78,1538827561823,Sports,1.2168,0.575
NfBPcS4QZ77CX5wbv,1fe9ade0,1,7,0.77,1538827581965,Politics,1.1858,0.64
ydbWc52YiD2PmFtP7,1fe9ade0,1,8,0.84,1538827581966,Politics,0.05120000000000002,0.58
tSM3kWf2ohoSThQXf,1fe9ade0,1,9,0.8,1538827581967,Politics,1.2800000000000002,0.505
dZmmSDZd7jq9aEXuw,1fe9ade0,1,10,0.84,1538827581967,Politics,1.4111999999999998,0.45
P9DSxCPfhcQWkQRhS,1fe9ade0,1,11,0.14,1538827581967,Politics,0.039200000000000006,0.51
9dPSZHJRCurYatW9y,1fe9ade0,1,12,0.1,1538827581969,Politics,0.020000000000000004,0.605
BwRMdYKTBXcjFwjrX,1fe9ade0,1,13,1,1538827609547,Entertainment,2,0.56
