_id,workerId,taskID,forecast,treatment,timestamp,Category,BrierScore,PPPayment
a4ea9k65G93nZzLwz,26033a07,1,0.5,1,1538803893929,Sports,0.5,0.575
vo4NiAPxTm26ZziFQ,26033a07,2,0.6,1,1538803893929,Sports,0.72,0.595
9NgbeBvwN8TECK5yb,26033a07,3,0.45,1,1538803893929,Sports,0.405,0.51
rzyfttcRHgMchMnBt,26033a07,4,0.6,1,1538803893930,Sports,0.32000000000000006,0.595
8ytZg6frFjzJzibs5,26033a07,5,0.4,1,1538803893930,Sports,0.32000000000000006,0.55
A8wEtdvMMgiSLWfpM,26033a07,6,0.5,1,1538803893930,Sports,0.5,0.6
M4cwQqiEfyLrpWXbj,26033a07,7,0.8,1,1538804199986,Politics,1.2800000000000002,0.59
CHqoLyxpeBwXJnxNz,26033a07,8,0.7,1,1538804199986,Politics,0.18000000000000005,0.52
HsZTGbfTkivuRkP7j,26033a07,9,0.55,1,1538804199986,Politics,0.6050000000000001,0.565
i2ZhjehPTWyGknoQm,26033a07,10,0.1,1,1538804199986,Politics,0.020000000000000004,0.425
KydNczouDGWXuxKwH,26033a07,11,0.55,1,1538804199986,Politics,0.6050000000000001,0.49
Md3XPhwniGaDtqxJ2,26033a07,12,0,1,1538804199986,Politics,0,0.3
sEZvk6pt8Am8GejR7,e880f8be,1,0.2,1,1538804454924,Sports,1.2800000000000002,0.47
xKPTHjdRdZiDevgi5,e880f8be,2,1,1,1538804454925,Sports,2,0.61
usJdtoEFa3ANzB9wD,e880f8be,3,0,1,1538804454925,Sports,0,0.335
KPFkKibYtrQsxwks8,e880f8be,4,0.76,1,1538804454927,Sports,0.1152,0.635
ojvNzJq6SWWonYbaM,e880f8be,5,0.2,1,1538804454927,Sports,0.08000000000000002,0.515
N54koQqgvRvEN5LP2,e880f8be,6,0.43,1,1538804454927,Sports,0.36979999999999996,0.67
TwQZGSxdrsrpS5dMb,26033a07,13,0.4,1,1538804499107,Entertainment,0.32000000000000006,0.595
zyC4LGgdtBMuKzdPN,26033a07,14,1,1,1538804499109,Entertainment,0,0.49
dhuWwmxmqNsdFx9z4,26033a07,15,0.35,1,1538804499109,Entertainment,0.24499999999999997,0.605
pnFj2F4RRczXcCHyA,26033a07,16,0.2,1,1538804499109,Entertainment,1.2800000000000002,0.4
5C9eAGjN5QaXBQyF9,26033a07,17,0.3,1,1538804499109,Entertainment,0.18,0.61
ewEPKBdKNyt2u3RxM,26033a07,18,0.56,1,1538804499109,Entertainment,0.6272000000000001,0.505
zH4762r2w3DWmXWhQ,e880f8be,7,0.61,1,1538804544451,Politics,0.7442,0.635
fnDimaYEqTxKMgBw2,e880f8be,8,0.41,1,1538804544451,Politics,0.6962000000000002,0.665
QFcAJFRkdX7caCTao,e880f8be,9,0.36,1,1538804544451,Politics,0.2592,0.7
CCcG8uHJpWi7SCWaa,e880f8be,10,0.26,1,1538804544451,Politics,0.13520000000000001,0.515
CRsSxGJ8ekiNYMeEa,e880f8be,11,0.43,1,1538804544451,Politics,0.36979999999999996,0.54
QjPwtzTfXRwCyJ7s8,e880f8be,12,0.11,1,1538804544453,Politics,0.0242,0.58
EHGNWk6Zq2X4xHAH4,d996f9d8,1,0.78,1,1538804604606,Sports,0.09679999999999998,0.63
PxCf2g4fAbCGHwC8i,d996f9d8,2,0.9,1,1538804604608,Sports,1.62,0.66
gFbNHWzcAayTTHhRq,d996f9d8,3,0.27,1,1538804604611,Sports,0.1458,0.53
s6HHTQELFA4CzZcK3,d996f9d8,4,0.83,1,1538804604611,Sports,0.057800000000000025,0.585
HX2ZxFmFrhGG74umt,d996f9d8,5,0.87,1,1538804604612,Sports,1.5138,0.595
Rmocn8HaRgEao5fRW,d996f9d8,6,0.14,1,1538804604613,Sports,0.039200000000000006,0.36
gepxbEAKogCmev9qm,e880f8be,13,0.82,1,1538804637511,Entertainment,1.3447999999999998,0.58
C9bkZMpu8xRS54L2d,e880f8be,14,0.69,1,1538804637512,Entertainment,0.19220000000000007,0.575
YPv93Tgcg9Eo8mpkW,e880f8be,15,0.28,1,1538804637512,Entertainment,0.15680000000000002,0.365
veLu62WCpMsEAombC,e880f8be,16,0.37,1,1538804637513,Entertainment,0.7938000000000001,0.64
mpJ5qs7cpHpgKi7g5,e880f8be,17,0.67,1,1538804637513,Entertainment,0.8978000000000002,0.545
nopL5SSYKNSGJxknH,e880f8be,18,0.19,1,1538804637514,Entertainment,0.0722,0.445
GCq2KQraprasNkyAT,357b6253,1,1,1,1538804686149,Sports,0,0.785
JjikK7SEHGjBodt7d,357b6253,2,1,1,1538804686153,Sports,2,0.725
d5uy53Na5Qy9r3PdJ,357b6253,3,0,1,1538804686155,Sports,0,0.465
Z9Z3repu7wY3kcSpM,357b6253,4,1,1,1538804686157,Sports,0,0.815
MAvrzQBrDkwXHwtQP,357b6253,5,0,1,1538804686158,Sports,0,0.46
8xSL56p599WyvQwwT,357b6253,6,1,1,1538804686160,Sports,2,0.755
emzNJ68BbJ2WP5Qfq,357b6253,7,1,1,1538804737586,Politics,2,0.78
RZFWfxn32EtvAciLW,357b6253,8,0,1,1538804737590,Politics,2,0.36
HC84fKNiHvXeLmZvb,357b6253,9,0,1,1538804737592,Politics,0,0.415
d6MwvwZNzWvcqY9eJ,357b6253,10,0,1,1538804737594,Politics,0,0.575
NBE9NTmz2AMTkmjtZ,357b6253,11,0,1,1538804737597,Politics,0,0.505
eJ9m2qeqgNkQpFyrw,357b6253,12,0,1,1538804737599,Politics,0,0.55
Patfe9D86uB2M7GZR,357b6253,13,0,1,1538804792007,Entertainment,0,0.4
pa257uKjpCqxF6pZi,357b6253,14,0,1,1538804792011,Entertainment,2,0.435
jtxyg4KCtzeNgKXZa,357b6253,15,0,1,1538804792013,Entertainment,0,0.41
D9zT9iWS772bJYvrW,357b6253,16,0,1,1538804792016,Entertainment,2,0.4
KnshworE8eabmdst6,357b6253,17,0,1,1538804792018,Entertainment,0,0.37
W33AC3nrs8peD3wMp,357b6253,18,0,1,1538804792020,Entertainment,0,0.45
q57wRsDabZqwZb5ms,d996f9d8,7,0.81,1,1538804807761,Politics,1.3122000000000003,0.61
rLYxHg8kBnZMDYusQ,d996f9d8,8,0.18,1,1538804807763,Politics,1.3448000000000002,0.275
fd2DK2nGbmGLrawyz,d996f9d8,9,0.22,1,1538804807763,Politics,0.0968,0.49
QYATustyD7Thzvs4N,d996f9d8,10,0.2,1,1538804807765,Politics,0.08000000000000002,0.47
ccwtGpsSZMWZAQ2t7,d996f9d8,11,0.67,1,1538804807766,Politics,0.8978000000000002,0.425
pohYG3QwMaY3A3qLz,d996f9d8,12,0.06,1,1538804807769,Politics,0.0072,0.42
kLqsa8AYfPYbGunyu,d996f9d8,13,0.64,1,1538805092174,Entertainment,0.8192,0.605
GNYDHnAJuajYcGiYE,d996f9d8,14,0.34,1,1538805092176,Entertainment,0.8711999999999998,0.66
DaL6JA5kK698bhwct,d996f9d8,15,0.79,1,1538805092179,Entertainment,1.2482000000000002,0.525
b9XQknNigNnjGdfNk,d996f9d8,16,0.33,1,1538805092180,Entertainment,0.8977999999999998,0.62
Dvi23guox7bBezYea,d996f9d8,17,0.39,1,1538805092182,Entertainment,0.3042,0.665
uXspmSGchaJZZfJ88,d996f9d8,18,0.83,1,1538805092184,Entertainment,1.3778,0.465
TJa8RF3uT7gFKWdhg,225ef7ea,1,0.7,1,1538806074319,Sports,0.18000000000000005,0.535
Ki6wK8z7wPHZ6Pxo5,225ef7ea,2,0.41,1,1538806074320,Sports,0.33619999999999994,0.645
jjggnx3xf73BvTrhb,225ef7ea,3,0.29,1,1538806074321,Sports,0.1682,0.435
CMrLufTwoYyDpghrg,225ef7ea,4,0.66,1,1538806074322,Sports,0.23119999999999996,0.635
MRGDiDdXnYHciNGWc,225ef7ea,5,0.34,1,1538806074322,Sports,0.23120000000000004,0.655
P6qgkCiNHCczDW3x9,225ef7ea,6,0.38,1,1538806074323,Sports,0.2888,0.67
9vydMNAsxQNwtPmgd,225ef7ea,7,0.22,1,1538806189277,Politics,0.0968,0.39
PbtjtkehR6Zu7nhv2,225ef7ea,8,0.18,1,1538806189278,Politics,1.3448000000000002,0.335
F2EWxK6XXFg2dnuPH,225ef7ea,9,0.41,1,1538806189278,Politics,0.33619999999999994,0.65
tApeKjoSj7qF6wnGq,225ef7ea,10,0.2,1,1538806189281,Politics,0.08000000000000002,0.395
aH7unMycbc8jhWyAm,225ef7ea,11,0.19,1,1538806189281,Politics,0.0722,0.47
BypSjxeDEi5hEt23Y,225ef7ea,12,0.09,1,1538806189281,Politics,0.0162,0.375
z5wT9mi8BuLFwdfwd,225ef7ea,13,0.7,1,1538806262421,Entertainment,0.9799999999999999,0.52
xi9fsDcFdmfyfvma2,225ef7ea,14,0.61,1,1538806262421,Entertainment,0.3042,0.59
SR6ka4ukq9wYZDFbA,225ef7ea,15,0.3,1,1538806262422,Entertainment,0.18,0.65
kkj3G7pCP6DkgSa77,225ef7ea,16,0.44,1,1538806262422,Entertainment,0.6272000000000001,0.595
RgnQisscnHhPPZ7YJ,225ef7ea,17,0.45,1,1538806262423,Entertainment,0.405,0.57
8z9q5THPbuvmQBW6Q,225ef7ea,18,0.45,1,1538806262423,Entertainment,0.405,0.58
Rbomz3Yqrp9vsCAM4,7ed72d07,1,0.1,1,1538807975728,Sports,1.62,0.34
gaexrzrpXLjzqoTyx,7ed72d07,2,0.81,1,1538807975728,Sports,1.3122000000000003,0.61
uTDrE3MNaoaiAyJnP,7ed72d07,3,0.2,1,1538807975730,Sports,0.08000000000000002,0.495
WFeDtWsr3YPXbSkfA,7ed72d07,4,0.9,1,1538807975730,Sports,0.01999999999999999,0.6
DwefqgPMQ5J63CWAe,7ed72d07,5,0.2,1,1538807975731,Sports,0.08000000000000002,0.45
qWkfx9JmSanMJjA3v,7ed72d07,6,0.3,1,1538807975731,Sports,0.18,0.705
ZeG7naP97Sjzcqd9W,7ed72d07,7,0.75,1,1538808240566,Politics,1.125,0.6
6e9xHHR3LgJCdaHgx,7ed72d07,8,0.8,1,1538808240566,Politics,0.07999999999999996,0.58
tHFhbYASuLAYAnpgg,7ed72d07,9,0.2,1,1538808240566,Politics,0.08000000000000002,0.505
7pZWGkMwFE9SqZf8x,7ed72d07,10,0.1,1,1538808240567,Politics,0.020000000000000004,0.48
66iDstHbX7cACwDsC,7ed72d07,11,0.2,1,1538808240569,Politics,0.08000000000000002,0.565
jBEKzqCp3NQ5CHee7,7ed72d07,12,0.11,1,1538808240570,Politics,0.0242,0.62
vwsgDLRvwqF3yGDdw,7ed72d07,13,0.73,1,1538808341481,Entertainment,1.0657999999999999,0.47
jvvcG7v7oJbDxesK7,7ed72d07,14,0.65,1,1538808341482,Entertainment,0.24499999999999997,0.57
oH3TucqLbRzqvpDPd,7ed72d07,15,0.71,1,1538808341483,Entertainment,1.0082,0.62
E6ATZaoYFwLi5C7n7,7ed72d07,16,0.33,1,1538808341484,Entertainment,0.8977999999999998,0.675
KuxE3SYmvreeS9BF8,7ed72d07,17,0.27,1,1538808341484,Entertainment,0.1458,0.445
nrHuNKFFApYpwWTho,7ed72d07,18,0.58,1,1538808341484,Entertainment,0.6728,0.625
mBZ9qssAmDYdATAma,261b65c5,13,0.02,1,1538808498197,Entertainment,8e-4,0.265
FroMSApwSfawbf9j4,261b65c5,14,1,1,1538808498199,Entertainment,0,0.64
eEwBycWK9W4WfaXsE,261b65c5,15,0.98,1,1538808498199,Entertainment,1.9207999999999998,0.63
T6diTQvZSePMw57Tg,261b65c5,16,0.05,1,1538808498200,Entertainment,1.805,0.255
4AM6fHA8i38nvi3dv,261b65c5,17,0.02,1,1538808498200,Entertainment,8e-4,0.265
iTGLLrufJjQfdzrKf,261b65c5,18,0.9,1,1538808498200,Entertainment,1.62,0.585
dgn4RHmi6azp9KdRQ,f8ee3dfe,1,0.55,1,1538809775769,Sports,0.4049999999999999,0.62
mh8XGuHj5uthwMfAb,f8ee3dfe,2,0.35,1,1538809775770,Sports,0.24499999999999997,0.645
cBoFWr6Kebpv3n8wf,f8ee3dfe,3,0.64,1,1538809775770,Sports,0.8192,0.405
qnh9JJRTzLRYngrfZ,f8ee3dfe,4,0.25,1,1538809775771,Sports,1.125,0.35
gRTLCF3yECEhMrDz9,f8ee3dfe,5,0.42,1,1538809775772,Sports,0.35279999999999995,0.56
gS7XQQfRfa3vGchwP,f8ee3dfe,6,0.4,1,1538809775773,Sports,0.32000000000000006,0.6
DPb35EDFGemAjrwm6,f8ee3dfe,7,0.8,1,1538809986365,Politics,1.2800000000000002,0.56
E6icq5XboKheQG7fc,f8ee3dfe,8,0.1,1,1538809986366,Politics,1.62,0.275
WJJR6prhB2zNmRArv,f8ee3dfe,9,0.1,1,1538809986367,Politics,0.020000000000000004,0.4
FQCtT5xS9CNbvfhvi,f8ee3dfe,10,0.65,1,1538809986368,Politics,0.8450000000000001,0.385
S6KEP4mi5MsjC97m4,f8ee3dfe,11,0.56,1,1538809986369,Politics,0.6272000000000001,0.495
bo3ajiojunWkPJhF5,f8ee3dfe,12,0.21,1,1538809986370,Politics,0.08819999999999999,0.435
9JRQDDT2Dc5e5Nmkb,f8ee3dfe,13,0.3,1,1538810071512,Entertainment,0.18,0.58
E3oYgfMaqWwPon2sd,f8ee3dfe,14,0.25,1,1538810071512,Entertainment,1.125,0.37
CzFX5y3K8ct9kYiee,f8ee3dfe,15,0.65,1,1538810071513,Entertainment,0.8450000000000001,0.51
TPbpbwGDkvDJmaa5x,f8ee3dfe,16,0.56,1,1538810071514,Entertainment,0.38719999999999993,0.58
KiHGGavt3ewi3nTw2,f8ee3dfe,17,0.4,1,1538810071516,Entertainment,0.32000000000000006,0.65
Twc6d59KfFg5HMsys,f8ee3dfe,18,0.29,1,1538810071516,Entertainment,0.1682,0.45
REZRcfoxYbCtHtimi,3e319003,1,0.75,1,1538811248480,Sports,0.125,0.58
4rRHw2rR8ws5inhGd,3e319003,2,0.75,1,1538811248482,Sports,1.125,0.585
cfj3nJDxE2Pifq4Dv,3e319003,3,0.2,1,1538811248482,Sports,0.08000000000000002,0.405
uDTvLJGp8Jip4wb4E,3e319003,4,0.8,1,1538811248482,Sports,0.07999999999999996,0.645
55dWLJygjFWsZ9Pww,3e319003,5,0.5,1,1538811248483,Sports,0.5,0.685
3LXm9Q6LnfWwhMFXv,3e319003,6,0.5,1,1538811248483,Sports,0.5,0.67
k4yDjjCEdm4YHm9Zy,3e319003,7,0.7,1,1538811382079,Politics,0.9799999999999999,0.605
NM58fKDsZoJ7bZGfW,3e319003,8,0.75,1,1538811382081,Politics,0.125,0.625
vQdft5hMpjL3mpBaL,3e319003,9,0.2,1,1538811382081,Politics,0.08000000000000002,0.395
FYZvQYpjAws6D6h4g,3e319003,10,0.1,1,1538811382081,Politics,0.020000000000000004,0.555
BTaZvbon5WPSHHHb2,3e319003,11,0.5,1,1538811382082,Politics,0.5,0.6
EFPHGE5RxDzWxbcnz,3e319003,12,0.1,1,1538811382083,Politics,0.020000000000000004,0.525
6pqxj6gaZDbJBzg7s,3e319003,13,0.5,1,1538811609592,Entertainment,0.5,0.655
Jyd6nsEEspWDcmBu4,3e319003,14,0.9,1,1538811609593,Entertainment,0.01999999999999999,0.61
ewFZCgRGQdws7EZqT,3e319003,15,0.05,1,1538811609594,Entertainment,0.005000000000000001,0.245
4nNkPz6NGiiJfQvn5,3e319003,16,0.75,1,1538811609595,Entertainment,0.125,0.515
vb8FcZ4vWEbGi7ufK,3e319003,17,0.2,1,1538811609596,Entertainment,0.08000000000000002,0.475
a3HZ46teuCckDyeky,3e319003,18,0.2,1,1538811609597,Entertainment,0.08000000000000002,0.47
iys6mfd33KCPWL4e8,95cd358e,1,0.8,1,1538812039179,Sports,0.07999999999999996,0.59
FFW7AKtHnfqjfLYHD,95cd358e,2,0.61,1,1538812039181,Sports,0.7442,0.585
x3PcmbA3m6ynssSRj,95cd358e,3,0.09,1,1538812039182,Sports,0.0162,0.335
iRxvz97EZqWtuTdLR,95cd358e,4,0.92,1,1538812039183,Sports,0.012799999999999987,0.695
ng24bXMREbfCB8L6F,95cd358e,5,0.38,1,1538812039184,Sports,0.2888,0.68
Me2J5KYmAoyA2tEHn,95cd358e,6,0.3,1,1538812039185,Sports,0.18,0.705
eQZNBoFXxhkn7ZYgM,95cd358e,7,0.02,1,1538812066190,Politics,8e-4,0.25
bS6gyYwf5GbPieXkm,95cd358e,8,0.27,1,1538812066191,Politics,1.0657999999999999,0.385
EvJteubcC3zuMZadf,95cd358e,9,0.21,1,1538812066192,Politics,0.08819999999999999,0.52
GvMyDgCPavtowonxF,95cd358e,10,0.06,1,1538812066193,Politics,0.0072,0.46
qF82eBcqxJN6AZGHd,95cd358e,11,0.27,1,1538812066193,Politics,0.1458,0.57
zEQwGLMbD596Nj9St,95cd358e,12,0.05,1,1538812066194,Politics,0.005000000000000001,0.44
Mm5NnmSs9FPY88Hv9,95cd358e,13,0.25,1,1538812107981,Entertainment,0.125,0.46
yLjxZp6nnr6wwS9HA,95cd358e,14,0.75,1,1538812107981,Entertainment,0.125,0.59
2JtaZALvWMcbKSHgH,95cd358e,15,0.3,1,1538812107982,Entertainment,0.18,0.67
PHDRY6kNqPktaTS3A,95cd358e,16,0.11,1,1538812107984,Entertainment,1.5842,0.44
spdbN4YfAj4HzqJj7,95cd358e,17,0.32,1,1538812107984,Entertainment,0.2048,0.665
42oijA7pHHnXMk5yc,95cd358e,18,0.18,1,1538812107985,Entertainment,0.0648,0.445
kyT5h5JXzdGQcDB5B,67ca87b9,1,0.32,1,1538814270700,Sports,0.9247999999999998,0.705
zcyDzMAXgD6LKQmqx,67ca87b9,2,0.22,1,1538814270702,Sports,0.0968,0.375
syPiKPXsur8bivw6s,67ca87b9,3,0.6,1,1538814270704,Sports,0.72,0.515
eEGpai6Th7cYd5oxY,67ca87b9,4,0.7,1,1538814270706,Sports,0.18000000000000005,0.605
bFWLvwDksGkp8scg2,67ca87b9,5,0.4,1,1538814270706,Sports,0.32000000000000006,0.625
SckL3ydAnoeNdrYp2,67ca87b9,6,0.65,1,1538814270707,Sports,0.8450000000000001,0.59
74jKBm5ZMxYhWs97C,67ca87b9,7,0.8,1,1538814391300,Politics,1.2800000000000002,0.585
YvjRhDizKzRGSNg2J,67ca87b9,8,0.3,1,1538814391301,Politics,0.9799999999999999,0.675
TNTT5zwn8DN6i9Mmk,67ca87b9,9,0.13,1,1538814391301,Politics,0.033800000000000004,0.38
NDbijGKehxnmZbypc,67ca87b9,10,0.1,1,1538814391305,Politics,0.020000000000000004,0.49
ytqEc9HcrJsX8QM8w,67ca87b9,11,0.2,1,1538814391306,Politics,0.08000000000000002,0.545
3XsphN25zF7YQTLt9,67ca87b9,12,0.05,1,1538814391307,Politics,0.005000000000000001,0.405
TNbaMfs5YFgww9gaG,67ca87b9,13,0.86,1,1538814472408,Entertainment,1.4791999999999998,0.56
bopX7Z6EehArdfiPG,67ca87b9,14,0.25,1,1538814472410,Entertainment,1.125,0.36
dGGp9vhFp2wdvsmFv,67ca87b9,15,0.19,1,1538814472411,Entertainment,0.0722,0.395
5GXd6j4RkEmHR5PSB,67ca87b9,16,0.3,1,1538814472412,Entertainment,0.9799999999999999,0.615
cKT7SEFdQ9itHB97m,67ca87b9,17,0.38,1,1538814472413,Entertainment,0.2888,0.7
HLJQCMmbe2Xzf323D,67ca87b9,18,0.19,1,1538814472415,Entertainment,0.0722,0.425
zDLfkkDTK5qgze33A,e9b6da23,1,0.61,1,1538816168446,Sports,0.3042,0.505
qcQyJG8sgH8Z4XjZt,e9b6da23,2,0.66,1,1538816168449,Sports,0.8712000000000001,0.54
FMFpboaPbMhy3kK5a,e9b6da23,3,0.39,1,1538816168452,Sports,0.3042,0.53
gegdCPgqCvL2yQ3DN,e9b6da23,4,0.81,1,1538816168453,Sports,0.07219999999999996,0.57
ZwzkmhxJ3SAMMsYsd,e9b6da23,5,0.7,1,1538816168454,Sports,0.9799999999999999,0.435
GazQSrgPjsNzm7NNy,e9b6da23,6,0.6,1,1538816168456,Sports,0.72,0.465
aZ86LRCfi62vNCYxm,e9b6da23,7,0.68,1,1538816216338,Politics,0.9248000000000002,0.55
33pqHnRcLWhSmsDDp,e9b6da23,8,0.43,1,1538816216339,Politics,0.6498000000000002,0.55
wF9ETDdFLM2Lzkot6,e9b6da23,9,0.52,1,1538816216342,Politics,0.5408000000000001,0.505
jo9Wgg4yBoQdiEJxB,e9b6da23,10,0.21,1,1538816216343,Politics,0.08819999999999999,0.395
RJK9vrPdiR3LTcAXE,e9b6da23,11,0.34,1,1538816216344,Politics,0.23120000000000004,0.53
FtyySLBq3BpgzEF73,e9b6da23,12,0.45,1,1538816216345,Politics,0.405,0.34
wXB7BE7wnnnxDeJMf,e9b6da23,13,0.37,1,1538816251279,Entertainment,0.2738,0.52
wqqTEJ3AwK8CKb9vi,e9b6da23,14,0.44,1,1538816251281,Entertainment,0.6272000000000001,0.595
w6xqsyZevPPW6TQzu,e9b6da23,15,0.65,1,1538816251282,Entertainment,0.8450000000000001,0.525
PyFKEGGoWbhvMFT7G,e9b6da23,16,0.58,1,1538816251284,Entertainment,0.35280000000000006,0.585
R6mvdjscdwdR7rRKe,e9b6da23,17,0.41,1,1538816251284,Entertainment,0.33619999999999994,0.495
Cuxn6qh7tQEEEwkyp,e9b6da23,18,0.37,1,1538816251286,Entertainment,0.2738,0.515
kW7qrGMFh2humWzKa,f8f6b4fb,1,0.71,1,1538822995524,Sports,0.16820000000000004,0.55
fbnAxvijtwBAHyB9c,f8f6b4fb,2,0.71,1,1538822995525,Sports,1.0082,0.57
P7yffzhqbbiy6sxAT,f8f6b4fb,3,0.11,1,1538822995525,Sports,0.0242,0.445
EJqQZte3bvP6ey2yf,f8f6b4fb,4,0.44,1,1538822995525,Sports,0.6272000000000001,0.63
D3DtE8P8oCEzDK6dk,f8f6b4fb,5,0.19,1,1538822995526,Sports,0.0722,0.345
eSfjo7PJuK4TFmGL2,f8f6b4fb,6,0.56,1,1538822995526,Sports,0.6272000000000001,0.575
YfKymv97b2rGQ7wag,f8f6b4fb,7,0.31,1,1538823036196,Politics,0.1922,0.62
K4zgw25Hp75cwe6Pq,f8f6b4fb,8,0.46,1,1538823036196,Politics,0.5832,0.555
qEK65YJFEHsGJD3Wy,f8f6b4fb,9,0.54,1,1538823036197,Politics,0.5832,0.54
nJcTBzypniRJPBrqc,f8f6b4fb,10,0.2,1,1538823036197,Politics,0.08000000000000002,0.43
WWW7EjAq3bhbvk9GB,f8f6b4fb,11,0.37,1,1538823036197,Politics,0.2738,0.575
nrWCc7TF2ydfw9Bnr,f8f6b4fb,12,0.51,1,1538823036198,Politics,0.5202,0.47
